author,category,difficulty,duration,link,name,rating
Max de Arriz,manufacturing-design,Intermediate,1h 24m,https://www.pluralsight.com:443/courses/solidworks-preparing-designs-sand-casting,SOLIDWORKS - Preparing Designs for Sand Casting,
Christopher Castle,manufacturing-design,Intermediate,2h 6m,https://www.pluralsight.com:443/courses/fusion-360-casted-metal-design,Fusion 360 - Casted Metal Design,
Matt Morgan,manufacturing-design,Beginner,1h 37m,https://www.pluralsight.com:443/courses/pluralsight-originals-design-concept-production,Pluralsight Originals: Design from Concept to Production,
Jonathan Mills,node-js,Intermediate,1h 44m,https://www.pluralsight.com:443/courses/nodejs-es6-web-apps,Using ES6 in Your Node.js Web Application,
Eddie Russell,manufacturing-design,Intermediate,3h 8m,https://www.pluralsight.com:443/courses/industrial-design-concepts-sketchbook-designer-1222,Creating Industrial Design Concepts in SketchBook Designer,
Rob Conery,node-js,Intermediate,2h 39m,https://www.pluralsight.com:443/courses/nodejs-testing-strategies,Node.js Testing Strategies,
Matt Perez,manufacturing-design,Beginner,2h 14m,https://www.pluralsight.com:443/courses/solidworks-design-mill-manufacturing,SOLIDWORKS: Design for Mill Manufacturing,
Dave Urasky,manufacturing-design,Beginner,1h 52m,https://www.pluralsight.com:443/courses/getting-started-solidworks-1212,Getting Started in SolidWorks,
Robert Murdock,manufacturing-design,Intermediate,1h 22m,https://www.pluralsight.com:443/courses/solidworks-design-communication-documents-consumer-products,SOLIDWORKS - Design Communication Documentation - Consumer Products,
Joseph Daly,manufacturing-design,Beginner,2h 26m,https://www.pluralsight.com:443/courses/ansys-introduction,Introduction to ANSYS,
Dan Wahlin,node-js,Beginner,4h 16m,https://www.pluralsight.com:443/courses/angular-nodejs-restful-services,Integrating Angular with Node.js RESTful Services,
Justin Boyer,node-js,Intermediate,1h 10m,https://www.pluralsight.com:443/courses/understanding-oauth-with-nodejs,Understanding OAuth with Node.js,
Jonathan Mills,node-js,Intermediate,2h 2m,https://www.pluralsight.com:443/courses/node-js-express-rest-web-services-update,RESTful Web Services with Node.js and Express,
Samer Buna,node-js,Beginner,3h 28m,https://www.pluralsight.com:443/courses/nodejs-getting-started,Node.js: Getting Started,
Jonathan Mills,node-js,Intermediate,5h 11m,https://www.pluralsight.com:443/courses/nodejs-express-web-applications-update,Building Web Applications with Node.js and Express 4.0 (UPDATE),
Armen Avanesi,node-js,Intermediate,57m,https://www.pluralsight.com:443/courses/http-with-nodejs,HTTP with Node.js,
Brian Clark,node-js,Advanced,2h 32m,https://www.pluralsight.com:443/courses/automating-nodejs-npm-scripts,Automating Node.js with NPM Scripts,
Sahil Malik,node-js,Advanced,3h 2m,https://www.pluralsight.com:443/courses/microsoft-azure-nodejs-secure-services-applications-update,Microsoft Azure for Node.js Developers - Building Secure Services and Applications,
John Papa,node-js,Beginner,3h 30m,https://www.pluralsight.com:443/courses/angularjs-patterns-clean-code,AngularJS Patterns: Clean Code,
Paul O'Fallon,node-js,Beginner,54m,https://www.pluralsight.com:443/courses/nodejs-big-picture,Node.js: The Big Picture,
Samer Buna,node-js,Advanced,3h 45m,https://www.pluralsight.com:443/courses/nodejs-advanced,Advanced Node.js,
Nate Taylor,node-js,Beginner,1h 26m,https://www.pluralsight.com:443/courses/managing-files-node-js,Managing Files with Node.js,
Justin Boyer,node-js,Intermediate,1h 22m,https://www.pluralsight.com:443/courses/practical-cryptography-node-js,Practical Cryptography in Node.js,
Scott Moss,node-js,Intermediate,10h 32m,https://www.pluralsight.com:443/courses/api-design-nodejs-express-mongo,API Design in Node.js Featuring Express & Mongo,
Fernando Medina Corey,node-js,Intermediate,1h 38m,https://www.pluralsight.com:443/courses/aws-nodejs-serverless-framework-using,Using the Serverless Framework with Node.js on AWS,
Shawn Wildermuth,node-js,Beginner,3h 42m,https://www.pluralsight.com:443/courses/webstorm-fundamentals,WebStorm Fundamentals,
Paul O'Fallon,node-js,Intermediate,3h 1m,https://www.pluralsight.com:443/courses/node-js-building-command-line-app,Building Command Line Applications in Node.js,
Max McCarty,node-js,Intermediate,5h 21m,https://www.pluralsight.com:443/courses/securing-node-js-web-app,Securing Your Node.js Web App,
Gerald Britton,python,Intermediate,2h 6m,https://www.pluralsight.com:443/courses/python-design-patterns-building-more,Building More Python Design Patterns,
Jon Flanders,python,Advanced,1h 33m,https://www.pluralsight.com:443/courses/core-python-hashing-more-collections,Core Python: Hashing and More Collections,
Austin Bingham,python,Intermediate,55m,https://www.pluralsight.com:443/courses/core-python-numeric-types-dates-times,"Core Python: Numeric Types, Dates, and Times",
Reindert-Jan Ekker,python,Beginner,1h 23m,https://www.pluralsight.com:443/courses/managing-python-packages-virtual-environments,Managing Python Packages and Virtual Environments,
Austin Bingham,python,Intermediate,1h 14m,https://www.pluralsight.com:443/courses/core-python-robust-resource-error-handling,Core Python: Robust Resource and Error Handling,
Austin Bingham,python,Intermediate,1h 17m,https://www.pluralsight.com:443/courses/core-python-functions-functional-programming,Core Python: Functions and Functional Programming,
Gerald Britton,python,Intermediate,1h 57m,https://www.pluralsight.com:443/courses/python-design-patterns,Design Patterns with Python,
Robert Smallshire,python,Advanced,3h 52m,https://www.pluralsight.com:443/courses/advanced-python,Advanced Python,
Brennan Davis,python,Intermediate,1h 2m,https://www.pluralsight.com:443/courses/django-cms-getting-started,Getting Started with Django CMS,
Emily Bache,python,Intermediate,2h 49m,https://www.pluralsight.com:443/courses/using-unit-testing-python,Unit Testing with Python,
Austin Bingham,python,Intermediate,30m,https://www.pluralsight.com:443/courses/core-python-introspection,Core Python: Introspection,
Brice Wilson,node-js,Intermediate,1h 26m,https://www.pluralsight.com:443/courses/nodejs-async-patterns,Async Patterns in Node.js,
Austin Bingham,python,Intermediate,2h 54m,https://www.pluralsight.com:443/courses/core-python-classes-object-orientation,Core Python: Classes and Object-orientation,
,python,Intermediate,4h 19m,https://www.pluralsight.com:443/courses/game-programming-python-pygame,Game Programming with Python and PyGame,
Anthony Shaw,python,Intermediate,1h 51m,https://www.pluralsight.com:443/courses/python-2-to-python-3,Migrating Python 2 to Python 3,
,python,Intermediate,5h 16m,https://www.pluralsight.com:443/courses/linux-systems-programming,Linux Systems Programming,
Gerald Britton,python,Advanced,1h 49m,https://www.pluralsight.com:443/courses/python-functional-programming,Functional Programming with Python,
Axel Sirota,python,Advanced,1h 49m,https://www.pluralsight.com:443/courses/advanced-generators-and-coroutines,Advanced Generators and Coroutines,
Bo Milanovich,python,Beginner,1h 42m,https://www.pluralsight.com:443/courses/python-desktop-application-development,Python Desktop Application Development,
Jason Olson,python,Beginner,1h 5m,https://www.pluralsight.com:443/courses/python-big-picture,Python: The Big Picture,
Anthony Shaw,python,Intermediate,56m,https://www.pluralsight.com:443/courses/python-whats-new,What's New in Python 3.7,
Michael Hoffman,mobile-development,Intermediate,2h 17m,https://www.pluralsight.com:443/courses/play-by-play-developing-microservices-mobile-apps-jhipster,Play by Play: Developing Microservices and Mobile Apps with JHipster,
Robert Smallshire,python,Intermediate,1h 5m,https://www.pluralsight.com:443/courses/core-python-organizing-larger-programs,Core Python: Organizing Larger Programs,
Laszlo Meszaros,mobile-development,Intermediate,1h 44m,https://www.pluralsight.com:443/courses/building-native-mobile-apps-sap-business-warehouse-part2,Building Native Mobile Apps for SAP Business Warehouse - Part 2,
Matt Milner,mobile-development,Beginner,4h 7m,https://www.pluralsight.com:443/courses/building-cross-platform-mobile-apps-csharp-xamarin-azure-update,Building Cross-platform Mobile Apps in C# with Xamarin and Azure,
Austin Bingham,python,Intermediate,7h 21m,https://www.pluralsight.com:443/courses/python-beyond-basics,Python – Beyond the Basics,
Reindert-Jan Ekker,python,Intermediate,1h 10m,https://www.pluralsight.com:443/courses/python-best-practices-code-quality,Python Best Practices for Code Quality,
THAT Conference,mobile-development,Intermediate,58m,https://www.pluralsight.com:443/courses/that-conference-2019-session-54,Wicked Fast Mobile Web,
,mobile-development,Beginner,3h 55m,https://www.pluralsight.com:443/courses/nativescript-cross-platform-native-mobile-apps,Building Cross Platform Native Mobile Applications with NativeScript,
Gill Cleeren,mobile-development,Intermediate,4h 32m,https://www.pluralsight.com:443/courses/mvvm-based-architecture-xamarin-mobile-apps,Building an MVVM-based Architecture for Xamarin Mobile Apps,
Filip Ekberg,mobile-development,Intermediate,1h 17m,https://www.pluralsight.com:443/courses/play-by-play-xamarin-mobile-development,Play by Play: Xamarin Mobile Development,
Michael Perry,mobile-development,Intermediate,2h 9m,https://www.pluralsight.com:443/courses/occasionally-connected-windows-mobile-apps-consumer,Occasionally Connected Windows Mobile Apps: Consumer,
,mobile-development,Intermediate,2h 42m,https://www.pluralsight.com:443/courses/occasionally-connected-windows-mobile-apps-collaboration,Occasionally Connected Windows Mobile Apps: Collaboration,
Michael Perry,mobile-development,Intermediate,2h 44m,https://www.pluralsight.com:443/courses/occasionally-connected-windows-mobile-apps-lob,Occasionally Connected Windows Mobile Apps: Enterprise LOB,
Barry Luijbregts,mobile-development,Beginner,2h 1m,https://www.pluralsight.com:443/courses/introduction-azure-app-services,Introduction to Azure App Services,
Steve Michelotti,mobile-development,Intermediate,3h 11m,https://www.pluralsight.com:443/courses/building-mobile-apps-ionic-framework-angularjs,Building Mobile Apps With the Ionic Framework and AngularJS,
Matthew Soucoup,mobile-development,Intermediate,1h 15m,https://www.pluralsight.com:443/courses/developing-mobile-applications-protected-azure-active-directory,Developing Mobile Applications Protected by Azure Active Directory,
Keith Burnell,mobile-development,Intermediate,1h 53m,https://www.pluralsight.com:443/courses/real-world-kendoui,Developing a Real World Application With Kendo UI,
Chris Minnick,mobile-development,Beginner,2h 35m,https://www.pluralsight.com:443/courses/html5-creating-offline-first-mobile-apps,Creating Offline-first Mobile Apps with HTML5,
Gaurav Kheterpal,mobile-development,Intermediate,1h 24m,https://www.pluralsight.com:443/courses/play-by-play-salesforce-app-how-to-mobilize,Play by Play: How to Mobilize Your Salesforce App,
Neil Morrissey,mobile-development,Beginner,1h 56m,https://www.pluralsight.com:443/courses/microsoft-azure-app-services-managing,Managing Microsoft Azure App Services,
Jon Flanders,mobile-development,Intermediate,2h 57m,https://www.pluralsight.com:443/courses/mobile-first-responsive-web-design,Mobile First Responsive Web Design,
Steve Michelotti,mobile-development,Intermediate,4h 7m,https://www.pluralsight.com:443/courses/ionic2-angular2-typescript-mobile-apps,"Building Mobile Apps with Ionic, Angular, and TypeScript",
Gill Cleeren,mobile-development,Intermediate,3h 38s,https://www.pluralsight.com:443/courses/xamarin-forms-enterprise-mobile-application,Building an Enterprise Mobile Application with Xamarin.Forms,
Matt Milner,mobile-development,Intermediate,2h 4m,https://www.pluralsight.com:443/courses/html-forms,HTML Forms,
Matthew Soucoup,mobile-development,Intermediate,2h 19m,https://www.pluralsight.com:443/courses/xamarin-forms-moving-beyond-basics,Moving Beyond the Basics with Xamarin.Forms,
Matt Milner,mobile-development,Intermediate,1h 1m,https://www.pluralsight.com:443/courses/jquery-templates,jQuery Template Fundamentals,
Shawn Wildermuth,mobile-development,Beginner,2h 31m,https://www.pluralsight.com:443/courses/building-api-aspdotnet-core,Building an API with ASP.NET Core,
,mobile-development,Intermediate,1h 37m,https://www.pluralsight.com:443/courses/building-cloud-based-ios-app-parse,Building a Cloud-Based iOS Application With Parse Framework,
Tod Gentille,javascript,Intermediate,4h 29m,https://www.pluralsight.com:443/courses/qt-quick-fundamentals,Qt Quick Fundamentals,
Mike Pfeiffer,mobile-development,Intermediate,3h 55m,https://www.pluralsight.com:443/courses/microsoft-azure-implementing-web-mobile-services-update,Implementing Web and Mobile Services on Microsoft Azure,
Dan Toomey,mobile-development,Beginner,1h 48m,https://www.pluralsight.com:443/courses/azure-hybrid-connections-first-look,Azure Hybrid Connections: First Look,
Deborah Kurata,javascript,Intermediate,3h 33m,https://www.pluralsight.com:443/courses/angular-typescript,AngularJS with TypeScript,
John Brown,javascript,Intermediate,2h 36m,https://www.pluralsight.com:443/courses/build-office-addins-js-api,Fundamentals of Building Office Add-ins with Office JavaScript APIs,
Roland Guijt,javascript,Intermediate,1h 10m,https://www.pluralsight.com:443/courses/es2017-es8-getting-started,Getting Started with ES2017/ES8,
Mike Van Sickle,javascript,Intermediate,2h 16m,https://www.pluralsight.com:443/courses/protocol-buffers-beyond-json-xml,Moving Beyond JSON and XML with Protocol Buffers,
Samer Buna,javascript,Advanced,3h 54m,https://www.pluralsight.com:443/courses/reactjs-advanced,Advanced React.js,
David Mann,javascript,Intermediate,3h 47m,https://www.pluralsight.com:443/courses/rxjs-operators-by-example-playbook,Learning RxJS Operators by Example Playbook,
Alexis Abril,javascript,Beginner,8h 59m,https://www.pluralsight.com:443/courses/advanced-js-jquery-pure-dom-scripting-fundamentals,JavaScript: Advanced Fundamentals to jQuery & Pure DOM Scripting,
John Papa,javascript,Intermediate,3h 49m,https://www.pluralsight.com:443/courses/knockout-tips,Essential Knockout and JavaScript Tips,
Elijah Manor,javascript,Intermediate,3h 21m,https://www.pluralsight.com:443/courses/testing-and-prototyping-javascript-apps,Front-End First: Testing and Prototyping JavaScript Apps,
Scott Allen,javascript,Intermediate,1h 52m,https://www.pluralsight.com:443/courses/reactive-programming-rxjs-getting-started,Getting Started with Reactive Programming Using RxJS,
Bianca Gandolfo,javascript,Beginner,7h 8m,https://www.pluralsight.com:443/courses/javascript-from-fundamentals-to-functional-js,JavaScript: From Fundamentals to Functional JS,
,javascript,Intermediate,3h 20m,https://www.pluralsight.com:443/courses/extending-bootstrap-css-javascript-jquery,"Extending Bootstrap with CSS, JavaScript, and jQuery",
Thiago Temple,javascript,Beginner,2h 8m,https://www.pluralsight.com:443/courses/javascript-ramda-functional,Writing Functional JavaScript Using Ramda,
,javascript,Intermediate,3h 45m,https://www.pluralsight.com:443/courses/developing-sharepoint-2013-javascript-part2,Developing SharePoint 2013 Solutions with JavaScript - Part 2,
Lea Verou,javascript,Advanced,2h 14m,https://www.pluralsight.com:443/courses/play-by-play-lea-verou,"Play by Play: HTML, CSS, and JavaScript with Lea Verou",
Mark Zamoyta,javascript,Beginner,2h 26m,https://www.pluralsight.com:443/courses/javascript-es6-object-oriented-programming,Object-oriented Programming in JavaScript - ES6,
Mark Zamoyta,javascript,Intermediate,5h 42m,https://www.pluralsight.com:443/courses/rapid-javascript-training,Rapid JavaScript Training,
Dan Wahlin,javascript,Intermediate,2h 10m,https://www.pluralsight.com:443/courses/structuring-javascript,Structuring JavaScript Code,
,javascript,Intermediate,1h 42m,https://www.pluralsight.com:443/courses/wordpress-building-better-ux-javascript,Working with JavaScript and WordPress,
Jonathan Mills,javascript,Intermediate,2h 28m,https://www.pluralsight.com:443/courses/mocha-javascript-testing-nodejs,Testing JavaScript for Node.js with Mocha,
Paul Cheney,javascript,Beginner,1h 16m,https://www.pluralsight.com:443/courses/javascript-project-json,Hands-on JavaScript Project: JSON,
Dan Appleman,javascript,Beginner,2h 18m,https://www.pluralsight.com:443/courses/javascript-in-salesforce-getting-started,Getting Started with JavaScript in Salesforce,
Jim Cooper,javascript,Intermediate,48m,https://www.pluralsight.com:443/courses/javascript-objects-prototypes,JavaScript Objects and Prototypes,
Kevin Murray,javascript,Intermediate,3h 16m,https://www.pluralsight.com:443/courses/javascript-jquery-advanced-techniques,Advanced Techniques in JavaScript and jQuery,
Sander Mak,java,Intermediate,1h 8m,https://www.pluralsight.com:443/courses/java-14-whats-new,What's New in Java 14,
Antonio Goncalves,java,Intermediate,4h 15m,https://www.pluralsight.com:443/courses/java-persistence-api-21,Java Persistence API 2.2,
Richard Monson-Haefel,java,Intermediate,2h 31s,https://www.pluralsight.com:443/courses/java-application-development-tomcat,Java Application Development with Tomcat,
Richard Monson-Haefel,java,Intermediate,1h 42m,https://www.pluralsight.com:443/courses/tomcat-java-development,Tomcat for Java Development,
Antonio Goncalves,java,Beginner,5h 25m,https://www.pluralsight.com:443/courses/java-ee-7-fundamentals,Java EE 7 Fundamentals,
Esteban Herrera,java,Intermediate,1h 12m,https://www.pluralsight.com:443/courses/working-nulls-java,Working with Nulls in Java,
Sriyank Siddhartha,java,Beginner,2h 46m,https://www.pluralsight.com:443/courses/android-fundamentals-styles-themes,Android Fundamentals: Styles and Themes,
Tim Ojo,java,Intermediate,3h 5m,https://www.pluralsight.com:443/courses/java-performance-tuning,Java Performance Tuning,
Bryan Hansen,java,Beginner,2h 27m,https://www.pluralsight.com:443/courses/spring-framework-spring-fundamentals,Spring Framework: Spring Fundamentals,
Andrew Morgan,java,Beginner,58m,https://www.pluralsight.com:443/courses/spring-framework-overview-spring-data,Spring Framework: Overview of Spring Data,
Kesha Williams,java,Intermediate,56m,https://www.pluralsight.com:443/courses/data-transactions-spring,Data Transactions with Spring,
Bryan Hansen,java,Intermediate,2h 24m,https://www.pluralsight.com:443/courses/maven-fundamentals,Maven Fundamentals,
Catalin Tudose,java,Intermediate,1h 16m,https://www.pluralsight.com:443/courses/tdd-junit5,TDD with JUnit 5,
Richard Seroter,java,Intermediate,5h 41m,https://www.pluralsight.com:443/courses/java-microservices-spring-cloud-coordinating-services,Java Microservices with Spring Cloud: Coordinating Services,
Kevin Jones,java,Intermediate,2h 15m,https://www.pluralsight.com:443/courses/gradle-fundamentals,Gradle Fundamentals,
Maurice Naftalin,java,Intermediate,2h 12m,https://www.pluralsight.com:443/courses/java8-dates-times-programming,Programming with Dates and Times in Java 8,
Antonio Goncalves,java,Intermediate,3h 43m,https://www.pluralsight.com:443/courses/context-dependency-injection-1-1,Context and Dependency Injection (CDI 1.1),
Andrejs Doronins,java,Intermediate,2h 7m,https://www.pluralsight.com:443/courses/java-refactoring-best-practices,Java Refactoring: Best Practices,
Zoran Horvat,java,Intermediate,2h 12m,https://www.pluralsight.com:443/courses/object-oriented-java-code,Making Your Java Code More Object-oriented,
Filip Ekberg,c-sharp,Beginner,26m,https://www.pluralsight.com:443/courses/c-sharp-command-pattern,C# Design Patterns: Command,
Thomas Claudius Huber,c-sharp,Beginner,2h 26m,https://www.pluralsight.com:443/courses/csharp-test-driven-development,Test Driven Development in C#,
Jonathan Mills,javascript,Intermediate,2h 39m,https://www.pluralsight.com:443/courses/javascript-best-practices,JavaScript Best Practices,
Richard Warburton,java,Intermediate,4h 7m,https://www.pluralsight.com:443/courses/java-generics,Java Fundamentals: Generics,
Elton Stoneman,c-sharp,Beginner,1h 26m,https://www.pluralsight.com:443/courses/c-sharp-extension-methods,C# Extension Methods,
Steve Smith,c-sharp,Intermediate,24m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-adapter,C# Design Patterns: Adapter,
Zoran Horvat,c-sharp,Intermediate,3h 54m,https://www.pluralsight.com:443/courses/making-functional-csharp,Making Your C# Code More Functional,
Harrison Ferrone,c-sharp,Intermediate,35m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-flyweight,C# Design Patterns: Flyweight,
Harrison Ferrone,c-sharp,Advanced,27m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-visitor,C# Design Patterns: Visitor,
Jason Roberts,c-sharp,Intermediate,2h 49m,https://www.pluralsight.com:443/courses/c-sharp-dynamic-fundamentals,Dynamic C# Fundamentals,
Jason Roberts,c-sharp,Intermediate,1h 30m,https://www.pluralsight.com:443/courses/scientist-dotnet-csharp-testing-code-production,Testing C# Code in Production with Scientist.NET,
Jason Roberts,c-sharp,Intermediate,4h 7m,https://www.pluralsight.com:443/courses/c-sharp-tips-traps,C# Tips and Traps,
Jason Roberts,c-sharp,Intermediate,2h 10m,https://www.pluralsight.com:443/courses/building-dotnet-console-applications-csharp,Building .NET Console Applications in C#,
Rob Conery,c-sharp,Intermediate,1h 15m,https://www.pluralsight.com:443/courses/play-by-play-csharp-q-and-a-with-scott-allen-and-jon-skeet,Play by Play: C# Q&A with Scott Allen and Jon Skeet,
Deborah Kurata,c-sharp,Beginner,3h 35m,https://www.pluralsight.com:443/courses/csharp-best-practices-collections-generics,C# Best Practices: Collections and Generics,
Simon Robinson,c-sharp,Advanced,3h 31m,https://www.pluralsight.com:443/courses/csharp-concurrent-collections,C# Concurrent Collections,
Dave Fancher,c-sharp,Intermediate,1h 25m,https://www.pluralsight.com:443/courses/functional-programming-csharp,Functional Programming with C#,
Deborah Kurata,c-sharp,Beginner,2h 14m,https://www.pluralsight.com:443/courses/csharp-defensive-coding,Defensive Coding in C#,
Jon Skeet,c-sharp,Intermediate,3h 15m,https://www.pluralsight.com:443/courses/csharp-design-strategies,C# Design Strategies,
Jason Roberts,c-sharp,Intermediate,4h 3m,https://www.pluralsight.com:443/courses/creating-automated-browser-tests-selenium-c-sharp,Creating Automated Browser Tests with Selenium in C#,
Filip Ekberg,c-sharp,Advanced,40m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-chain-responsibility,C# Design Patterns: Chain of Responsibility,
Simon Robinson,c-sharp,Intermediate,3h 46m,https://www.pluralsight.com:443/courses/csharp-collections-advanced,Advanced C# Collections,
Jason Roberts,c-sharp,Intermediate,3h 12m,https://www.pluralsight.com:443/courses/csharp-working-files-streams,Working with Files and Streams in C#,
Steve Michelotti,c-sharp,Advanced,37m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-mediator,C# Design Patterns: Mediator,
Floyd May,c-sharp,Advanced,1h 58m,https://www.pluralsight.com:443/courses/designing-fluent-apis-c-sharp,Designing Fluent APIs in C#,
Brice Wilson,software-development,Intermediate,2h 27m,https://www.pluralsight.com:443/courses/angular-services,Angular Services,
Steve Michelotti,c-sharp,Intermediate,33m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-composite,C# Design Patterns: Composite,
Steve Smith,c-sharp,Beginner,33m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-singleton,C# Design Patterns: Singleton,
Scott Allen,c-sharp,Beginner,6h 4m,https://www.pluralsight.com:443/courses/csharp-fundamentals-dev,C# Fundamentals,
Jerry Kurata,software-development,Beginner,1h 53m,https://www.pluralsight.com:443/courses/python-understanding-machine-learning,Understanding Machine Learning with Python,
Scott Allen,c-sharp,Intermediate,4h 20m,https://www.pluralsight.com:443/courses/csharp-generics,C# Generics,
Filip Ekberg,c-sharp,Beginner,40m,https://www.pluralsight.com:443/courses/c-sharp-design-patterns-strategy,C# Design Patterns: Strategy,
Jose Paumard,software-development,Advanced,3h 27m,https://www.pluralsight.com:443/courses/java-concurrent-patterns-advanced,Advanced Java Concurrent Patterns,
Filip Ekberg,software-development,Beginner,1h 27m,https://www.pluralsight.com:443/courses/raygun-dotnet-getting-started,Getting Started with Raygun in .NET,
Gill Cleeren,software-development,Beginner,3h 18m,https://www.pluralsight.com:443/courses/getting-started-blazor,Blazor: Getting Started,
Steven Knox,software-development,Beginner,2h 16m,https://www.pluralsight.com:443/courses/ibm-bluemix-applications,Introduction to Developing Applications with IBM Bluemix,
Deborah Kurata,software-development,Intermediate,4h 48m,https://www.pluralsight.com:443/courses/angular-routing,Angular Routing,
Felbrigg Herriot,software-development,Beginner,2h 26m,https://www.pluralsight.com:443/courses/getting-started-podcasting,Getting Started in Podcasting,
Sander Mak,software-development,Beginner,50m,https://www.pluralsight.com:443/courses/setting-up-java-development-environment,Setting up a Java Development Environment,
Nicolae Caprarescu,software-development,Intermediate,1h 23m,https://www.pluralsight.com:443/courses/mockito-getting-started,Getting Started with Mockito,
Craig St. Jean,software-development,Beginner,2h 54m,https://www.pluralsight.com:443/courses/java-ee-websphere-application-server-getting-started,Getting Started With Java EE on WebSphere® Application Server,
Thomas Claudius Huber,software-development,Beginner,5h 15m,https://www.pluralsight.com:443/courses/xaml-getting-started,XAML: Getting Started,
Dan Bunker,software-development,Intermediate,3h 8m,https://www.pluralsight.com:443/courses/java-data-structures-implementing-understanding,Implementing and Understanding Data Structures in Java,
Joe Eames,software-development,Beginner,3h 20m,https://www.pluralsight.com:443/courses/unit-testing-angular,Unit Testing in Angular,
Joe Eames,software-development,Intermediate,6h 50m,https://www.pluralsight.com:443/courses/angularjs-fundamentals,AngularJS Fundamentals,
Tim Slate,software-development,Beginner,2h 40m,https://www.pluralsight.com:443/courses/cobol-mainframe-getting-started,Getting Started with Mainframe COBOL,
David Starr,software-development,Beginner,2h 46m,https://www.pluralsight.com:443/courses/intellij-ce-getting-started,Getting Started with IntelliJ CE,
,software-development,Intermediate,3h 43m,https://www.pluralsight.com:443/courses/ruby-fundamentals,Ruby Fundamentals,
Janani Ravi,software-development,Beginner,2h 14m,https://www.pluralsight.com:443/courses/graph-algorithms-python,Working with Graph Algorithms in Python,
Scott Allen,software-development,Beginner,2h 51m,https://www.pluralsight.com:443/courses/learning-programming-abstractions-python,Learning To Program - Part 2: Abstractions,
Mike Nolan,software-development,Intermediate,4h 14m,https://www.pluralsight.com:443/courses/java-se-xml-processing-fundamentals,Java SE: XML Processing Fundamentals,
John Papa,software-development,Beginner,3h 25m,https://www.pluralsight.com:443/courses/code-with-us-angular-quick-start,Code with Us: Angular Quick Start,
John Papa,software-development,Intermediate,1h 38m,https://www.pluralsight.com:443/courses/play-by-play-angular-internationalization-john-papa-brian-clark,Play By Play: Angular Internationalization with John Papa and Brian Clark,
Jim Wilson,software-development,Beginner,7h 24m,https://www.pluralsight.com:443/courses/java-fundamentals-core-platform,Java Fundamentals: The Core Platform,
Tim Ojo,software-development,Beginner,2h 38m,https://www.pluralsight.com:443/courses/python-concurrency-getting-started,Getting Started with Python Concurrency,
Joe Eames,software-development,Intermediate,58m,https://www.pluralsight.com:443/courses/angular-crash-course,Angular Crash Course,
Patrick Schroeder,software-development,Intermediate,2h 27m,https://www.pluralsight.com:443/courses/sequelize-orm-nodejs-introduction,Introduction to Sequelize ORM for Node.js,
Alexander Zanfir,software-development,Intermediate,4h 36m,https://www.pluralsight.com:443/courses/creating-apps-angular-node-token-authentication,"Creating Apps With AngularJS, Node, and Token Authentication",
